"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","AUC","TSS","algoritmo","run","partition","presencenb","absencenb","correlation","pvaluecor","threshold","prevalence.value","PPP","NPP","sensitivity.value","specificity.value","comission","omission","accuracy","KAPPA.value"
"ursal",0.5006,0.3712,0.07696667,0.09903333,0.40863333,0.40273333,0.933434343434343,0.812727272727273,"rf",1,1,33,300,0.602764571137284,2.55667171671167e-34,"spec_sens",0.0990990990990991,0.449275362318841,0.992424242424242,0.881182490051165,0.935107073329007,0.0648929266709929,0.118817509948835,0.906363636363636,0.547123623011016
